time_period,source,location,material,EF_weighted__Global Warming Potential (Gwp1000),EF_RECIPE__Agricultural Land Occupation (Lop),EF_RECIPE__Fossil Fuel Potential (Ffp),EF_RECIPE__Freshwater Ecotoxicity Potential (Fetp),EF_RECIPE__Freshwater Eutrophication Potential (Fep),EF_RECIPE__Global Warming Potential (Gwp1000),EF_RECIPE__Human Toxicity Potential (Htpc),EF_RECIPE__Human Toxicity Potential (Htpnc),EF_RECIPE__Ionising Radiation Potential (Irp),EF_RECIPE__Marine Ecotoxicity Potential (Metp),EF_RECIPE__Marine Eutrophication Potential (Mep),EF_RECIPE__Ozone Depletion Potential (Odpinfinite),EF_RECIPE__Particulate Matter Formation Potential (Pmfp),EF_RECIPE__Photochemical Oxidant Formation Potential: Ecosystems (Eofp),EF_RECIPE__Photochemical Oxidant Formation Potential: Humans (Hofp),EF_RECIPE__Surplus Ore Potential (Sop),EF_RECIPE__Terrestrial Acidification Potential (Tap),EF_RECIPE__Terrestrial Ecotoxicity Potential (Tetp),EF_RECIPE__Water Consumption Potential (Wcp),EF_IW__Adaptation to resources services loss (beta),"EF_IW__Climate change, long term, CO2 uptake","EF_IW__Climate change, long term, biogenic","EF_IW__Climate change, long term, fossil","EF_IW__Climate change, long term, land transformation","EF_IW__Climate change, short term, CO2 uptake","EF_IW__Climate change, short term, biogenic","EF_IW__Climate change, short term, fossil","EF_IW__Climate change, short term, land transformation",EF_IW__Fossil and nuclear energy use,EF_IW__Freshwater acidification,EF_IW__Freshwater ecotoxicity,EF_IW__Freshwater eutrophication,EF_IW__Human toxicity cancer,EF_IW__Human toxicity non-cancer,EF_IW__Ionizing radiations,"EF_IW__Land occupation, biodiversity","EF_IW__Land transformation, biodiversity",EF_IW__Marine eutrophication,EF_IW__Mineral resources use,EF_IW__Ozone layer depletion,EF_IW__Particulate matter formation,EF_IW__Photochemical ozone formation,EF_IW__Resources services deficit (beta),EF_IW__Terrestrial acidification,EF_IW__Water scarcity,EF_TRACI__Acidification Potential (Ap),EF_TRACI__Ecotoxicity: Freshwater,EF_TRACI__Eutrophication Potential,EF_TRACI__Global Warming Potential (Gwp100),EF_TRACI__Human Toxicity: Carcinogenic,EF_TRACI__Human Toxicity: Non-Carcinogenic,EF_TRACI__Maximum Incremental Reactivity (Mir),EF_TRACI__Ozone Depletion Potential (Odp),EF_TRACI__Particulate Matter Formation Potential (Pmfp),SLCA_EF - Child labor impact (worker hour/kg),SLCA_EF - Forced labor impact (worker hour/kg),SLCA_EF - Fatal injury impact (worker hour/kg),SLCA_EF - Non-fatal injury impact (worker hour/kg),SLCA_EF - Unemployment impact (worker hour/kg)
2,sulfuric acid digestion,JP,neodynium_oxide,20.82833742,0.321152164,3.839115962,1.658765777,0.07926086,20.82833742,5.223515638,65.91229271,0.707326121,2.338583978,0.173204842,2.26E-05,0.023388706,0.028978793,0.027605743,0.80654365,0.066278572,320.1933206,0.157671494,32.59930899,-0.576165947,3.996333525,14.403103,0.015046757,-0.576165947,4.546348029,15.64647848,0.015050957,190.6714108,0.065535127,63239.3139,0.423053843,1.88E-07,6.92E-06,94.80984812,0.566194011,0.003482831,0.172250908,0.660344628,6.64E-07,0.011146004,0.027515347,0.003218105,0.069878338,-881.6834746,0.084864986,572.5312806,1.641976412,19.97994865,7.37E-06,3.96E-05,0.752825822,5.82E-07,0.009550623,Not available,Not available,Not available,Not available,Not available
2,sulfuric acid digestion,MM,neodynium_oxide,20.93537061,0.323570369,3.866834892,1.672184722,0.0796906,20.93537061,5.278703532,66.59605874,0.64383147,2.356902117,0.173233745,2.26E-05,0.023488328,0.028775871,0.027418207,0.804813198,0.066620811,319.3920523,0.162538231,33.00391879,-0.524666458,3.9392318,14.58606249,0.020556237,-0.524666458,4.494962398,15.8064315,0.020560394,190.7598878,0.065875354,63244.33066,0.423056862,1.88E-07,6.92E-06,85.6452714,0.572428739,0.003515951,0.172255225,0.659257703,6.68E-07,0.011135461,0.027327586,0.003216774,0.070206942,-881.493183,0.085246036,577.1722043,1.64603292,20.09655299,7.44E-06,3.98E-05,0.748277057,5.86E-07,0.009575069,Not available,Not available,Not available,Not available,Not available
2,sulfuric acid digestion,MY,neodynium_oxide,20.93459964,0.323508074,3.866637637,1.672060942,0.079690053,20.93459964,5.278531038,66.59340054,0.643798784,2.356739511,0.173233762,2.26E-05,0.023486464,0.028773661,0.027416064,0.80478822,0.066615549,319.3801973,0.162521868,33.00235548,-0.524635817,3.939204126,14.58537849,0.020553736,-0.524635817,4.494934014,15.80570504,0.020557885,190.7501194,0.065869718,63244.0547,0.423056237,1.88E-07,6.92E-06,85.64035764,0.57229993,0.003515728,0.172255174,0.659233059,6.68E-07,0.011134616,0.027325446,0.003216689,0.070201158,-881.4938507,0.08523997,577.1318701,1.646027501,20.09580686,7.44E-06,3.98E-05,0.748224435,5.86E-07,0.009574327,4.17E-05,0.000417229,0.004172289,0.417228853,-0.000417229
2,sulfuric acid digestion,US,neodynium_oxide,20.5313348,0.315814821,3.819102643,1.669210454,0.079680966,20.5313348,5.248109986,66.33720688,0.82149126,2.352291205,0.173223992,2.26E-05,0.02315218,0.028152023,0.026776007,0.805906979,0.065180401,319.425839,0.158078892,32.40512637,-0.522722611,3.937272208,14.20295079,0.014989842,-0.522722611,4.487265566,15.4189041,0.014993901,191.9069909,0.064409815,63281.16942,0.423053646,1.88E-07,6.91E-06,109.2166702,0.55791325,0.003458306,0.172221379,0.660698933,6.53E-07,0.010990115,0.02669037,0.003221501,0.068708828,-881.642955,0.083490255,575.4636426,1.645169147,19.6972922,7.40E-06,3.97E-05,0.732285327,5.70E-07,0.009581356,Not available,Not available,Not available,Not available,Not available
2,cryogenic,US,neodynium dysprosium iron alloy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not available,Not available,Not available,Not available,Not available
2,direct reuse,US,hp_magnet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not available,Not available,Not available,Not available,Not available
2,hydrometallurgical,US,neodynium dysprosium iron alloy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not available,Not available,Not available,Not available,Not available
2,magnet-to-magnet recycling,US,hp_magnet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not available,Not available,Not available,Not available,Not available
2,magnet_market_mix,US,hp_magnet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not available,Not available,Not available,Not available,Not available
2,pyrometallurgical,US,neodynium dysprosium iron alloy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not available,Not available,Not available,Not available,Not available
2,use phase,US,hp_magnet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not available,Not available,Not available,Not available,Not available
3,beneficiation,AU,flurocarbonate,0.593661098,0.374074271,0.166122169,0.040729897,0.000611379,0.593661098,0.108992864,1.010773525,0.011391336,0.057944439,4.21E-05,2.32E-07,0.000770681,0.001464161,0.001415615,0.021763067,0.002504035,8.436430292,0.003232621,-15.91516681,-12.46283724,0.013605112,0.540127071,0.000240432,-12.46283724,0.014221564,0.568709908,0.000240608,7.85628534,0.002291881,321.0430502,8.04E-05,2.00E-09,5.52E-08,1.496397471,0.838341515,8.91E-05,6.61E-05,0.011019705,1.45E-08,0.000299563,0.001412573,7.98E-05,0.002584603,0.655096545,0.003226091,14.98848681,0.005987682,0.57866583,1.55E-07,2.52E-07,0.034804949,1.30E-08,0.000255847,2.59E-05,2.59E-05,2.59E-05,0.000259219,-0.000259219
3,beneficiation,BR,flurocarbonate,0.40306374,0.374055882,0.110680707,0.027195618,0.000108934,0.40306374,0.075855993,0.455170522,0.018346987,0.039231269,1.16E-05,3.71E-07,0.000512853,0.0010051,0.000956015,0.02156457,0.001650347,8.192467611,0.011997021,-16.29212902,-12.46609501,0.019881856,0.324727469,0.009195155,-12.46609501,0.029475922,0.351712865,0.009195332,5.486586886,0.001428801,297.8288813,7.99E-05,1.81E-09,4.05E-08,2.304663567,0.846650403,0.000108046,5.17E-05,0.010995561,1.55E-08,0.00024727,0.000952916,7.01E-05,0.001692206,1.003927152,0.002181929,11.17184773,0.002090033,0.385316128,1.07E-07,1.24E-07,0.023391786,1.38E-08,0.000197345,Not available,Not available,Not available,Not available,Not available
3,beneficiation,CA,flurocarbonate,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
3,beneficiation,CN,flurocarbonate,0.690411351,0.377169878,0.157381485,0.031171915,0.000160322,0.690411351,0.107673424,0.686077242,0.028806456,0.044873323,1.40E-05,2.26E-07,0.000725081,0.001229374,0.001184108,0.021961483,0.002009638,8.573925154,0.003555599,-15.86564191,-12.46551571,0.014671752,0.593769945,0.000230353,-12.46551571,0.015295511,0.652900571,0.000230548,7.790042728,0.001794657,375.5354515,8.18E-05,2.14E-09,5.36E-08,3.638362042,0.844050962,0.000125951,5.90E-05,0.011254443,1.33E-08,0.000520265,0.001181012,7.46E-05,0.002071763,0.672031594,0.002699336,13.08721312,0.002987141,0.65940133,1.52E-07,1.96E-07,0.029113586,1.19E-08,0.000330705,0.000162012,0.001620119,0.000162012,0.000162012,-0.001620119
3,beneficiation,EE,flurocarbonate,0.70459731,0.375379069,0.189270115,0.042110396,0.000650452,0.70459731,0.11463831,1.11231229,0.062151808,0.059976572,4.51E-05,2.23E-07,0.00120981,0.001536523,0.001483326,0.022126578,0.003920993,8.782526018,0.005539097,-15.79710898,-12.47312549,0.024481773,0.628595919,0.000293855,-12.47312549,0.025119752,0.665609503,0.000294068,9.856346342,0.003708746,327.9046827,8.03E-05,2.11E-09,6.69E-08,8.554091904,0.840426377,9.80E-05,6.86E-05,0.011402401,1.45E-08,0.000405066,0.001480364,8.28E-05,0.004006875,1.038176138,0.004673136,15.49405653,0.006384851,0.685161485,1.63E-07,2.90E-07,0.036464641,1.30E-08,0.000373895,Not available,Not available,Not available,Not available,Not available
3,beneficiation,JP,flurocarbonate,0.606828421,0.3748213,0.16357376,0.029059343,0.000159812,0.606828421,0.082797165,0.526964377,0.031582652,0.042083666,1.65E-05,2.40E-07,0.000663138,0.001393641,0.001335461,0.022402965,0.002132023,8.73387936,0.003496121,-16.02784943,-12.48310046,0.035754211,0.514806169,0.000256928,-12.48310046,0.036382893,0.555239588,0.000257147,8.169099378,0.001918735,314.490274,8.02E-05,1.96E-09,5.10E-08,4.411071314,0.839826102,9.65E-05,6.42E-05,0.011453907,1.67E-08,0.000285528,0.001332632,7.58E-05,0.002204917,0.665825978,0.002805245,11.7385844,0.002481381,0.585632089,1.17E-07,1.48E-07,0.032745798,1.50E-08,0.000232823,Not available,Not available,Not available,Not available,Not available
3,beneficiation,MM,flurocarbonate,0.64090689,0.37559128,0.172399233,0.033331835,0.000296637,0.64090689,0.100368538,0.744669797,0.011366509,0.047916025,2.57E-05,2.35E-07,0.000694857,0.001329034,0.001275751,0.021852007,0.00224099,8.478764174,0.005045647,-15.89902507,-12.46670347,0.01757352,0.573058905,0.002011099,-12.46670347,0.020022156,0.606167265,0.002011304,8.197270031,0.002027061,316.0875903,8.12E-05,2.03E-09,5.12E-08,1.493149885,0.841811282,0.000107126,6.56E-05,0.01110785,1.81E-08,0.000282171,0.00127285,7.53E-05,0.002309541,0.726413172,0.002926569,13.21621994,0.003772938,0.622757926,1.42E-07,1.98E-07,0.031297513,1.64E-08,0.000240607,0.000259219,0.025921902,2.59E-05,2.59E-05,-2.59E-05
3,beneficiation,MY,flurocarbonate,0.64090689,0.37559128,0.172399233,0.033331835,0.000296637,0.64090689,0.100368538,0.744669797,0.011366509,0.047916025,2.57E-05,2.35E-07,0.000694857,0.001329034,0.001275751,0.021852007,0.00224099,8.478764174,0.005045647,-15.89902507,-12.46670347,0.01757352,0.573058905,0.002011099,-12.46670347,0.020022156,0.606167265,0.002011304,8.197270031,0.002027061,316.0875903,8.12E-05,2.03E-09,5.12E-08,1.493149885,0.841811282,0.000107126,6.56E-05,0.01110785,1.81E-08,0.000282171,0.00127285,7.53E-05,0.002309541,0.726413172,0.002926569,13.21621994,0.003772938,0.622757926,1.42E-07,1.98E-07,0.031297513,1.64E-08,0.000240607,Not available,Not available,Not available,Not available,Not available
3,beneficiation,US,flurocarbonate,0.549631098,0.374220197,0.158763601,0.033066874,0.000314653,0.549631098,0.091704864,0.693371756,0.067341341,0.047420713,2.43E-05,2.35E-07,0.000648899,0.001331233,0.001272185,0.022114466,0.001967206,8.544935059,0.003609619,-16.04249433,-12.46955574,0.021292923,0.482652325,0.00023812,-12.46955574,0.021916925,0.515476711,0.0002383,8.599714605,0.001749965,331.6933937,8.02E-05,1.93E-09,4.90E-08,8.917623248,0.838726208,9.26E-05,6.12E-05,0.011368092,1.41E-08,0.000269428,0.001269273,7.74E-05,0.002034408,0.677738833,0.002626226,12.85420082,0.003672692,0.532422866,1.30E-07,1.81E-07,0.03116134,1.26E-08,0.000257938,2.16E-06,2.16E-06,2.16E-06,0.000216016,-2.16E-05
3,beneficiation,AU,phosphate,0.202385493,0.030783748,0.041074614,0.018304633,0.000187281,0.202385493,0.043577605,0.424103668,0.003693724,0.024449109,4.81E-05,2.34E-07,0.000309635,0.000378179,0.000367367,0.018954704,0.000922632,3.608781357,0.003058772,0.27501636,-0.033796503,0.012913128,0.157862452,0.020466696,-0.033796503,0.013543564,0.165298603,0.020611264,1.952363686,0.000943498,327.3317558,1.02E-05,1.31E-09,2.52E-08,0.529717513,0.035152324,0.000219696,1.91E-05,0.007164696,5.77E-09,0.000110314,0.000368029,3.85E-05,0.000991589,0.851350724,0.001063771,6.162389855,0.001831485,0.198420924,6.16E-08,1.00E-07,0.009131785,5.03E-09,0.001107167,2.59E-05,2.59E-05,2.59E-05,0.000259219,-0.000259219
3,beneficiation,BR,phosphate,0.145034674,0.030776845,0.024456635,0.014252823,3.69E-05,0.145034674,0.033660177,0.257699617,0.00575587,0.018791459,3.90E-05,2.76E-07,0.000231886,0.000241213,0.000230092,0.019031395,0.000666406,3.414946356,0.005694139,0.161768447,-0.034773461,0.014800564,0.093135599,0.023162306,-0.034773461,0.018133437,0.100026974,0.023306874,1.241696153,0.000684427,320.1276716,9.88E-06,1.26E-09,2.08E-08,0.768810948,0.037650847,0.000225501,1.48E-05,0.007144503,6.00E-09,9.33E-05,0.000230741,3.38E-05,0.000723774,0.956150538,0.000750439,5.01482867,0.000663511,0.140275594,4.75E-08,6.20E-08,0.005721641,5.24E-09,0.001089263,Not available,Not available,Not available,Not available,Not available
3,beneficiation,CA,phosphate,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
3,beneficiation,CN,phosphate,0.232781907,0.031713134,0.03892517,0.015427334,5.21E-05,0.232781907,0.04311737,0.326069474,0.009004572,0.020544125,3.97E-05,2.33E-07,0.000295268,0.000333144,0.00032278,0.01915408,0.000777253,3.714323216,0.003159106,0.291316185,-0.034635044,0.013274749,0.175207052,0.020465602,-0.034635044,0.013908706,0.191867978,0.020610176,1.956065087,0.000798074,344.2584842,1.05E-05,1.36E-09,2.47E-08,1.184209299,0.036875827,0.000230811,1.77E-05,0.007223921,5.46E-09,0.000174585,0.000323439,3.78E-05,0.000842766,0.856605205,0.00091652,5.587486128,0.000931031,0.223981695,6.09E-08,8.33E-08,0.008037212,4.75E-09,0.001127349,0.000162012,0.001620119,0.000162012,0.000162012,-0.001620119
3,beneficiation,EE,phosphate,0.235647703,0.031174966,0.048015106,0.01871855,0.000198997,0.235647703,0.045270281,0.454548223,0.018913333,0.025058406,4.90E-05,2.31E-07,0.0004413,0.000399875,0.000387669,0.019063695,0.001347481,3.71255136,0.003750327,0.310413855,-0.036881247,0.016174298,0.184388231,0.020482714,-0.036881247,0.016811189,0.194352188,0.020627293,2.55204572,0.001368319,329.3890905,1.01E-05,1.35E-09,2.87E-08,2.645839425,0.035777427,0.000222372,1.99E-05,0.007279439,5.78E-09,0.000141947,0.000388355,3.94E-05,0.001418031,0.966210204,0.001497642,6.313975528,0.001950568,0.230351713,6.40E-08,1.12E-07,0.009629414,5.05E-09,0.001142562,Not available,Not available,Not available,Not available,Not available
3,beneficiation,JP,phosphate,0.20619547,0.031000999,0.040343479,0.014806214,5.21E-05,0.20619547,0.035696984,0.279128182,0.009735108,0.019637593,4.04E-05,2.36E-07,0.000276877,0.000357745,0.000343989,0.019279283,0.000810724,3.572068279,0.003134429,0.24114817,-0.039886429,0.019574022,0.150238857,0.020471353,-0.039886429,0.020207748,0.161136707,0.020615934,2.047467127,0.000831231,325.0401707,9.98E-06,1.30E-09,2.39E-08,1.402218717,0.035585213,0.00022187,1.85E-05,0.007276505,6.44E-09,0.000104761,0.000344718,3.55E-05,0.000877421,0.854447182,0.000937335,5.182168353,0.000781012,0.200420043,5.04E-08,6.91E-08,0.008530114,5.65E-09,0.001099838,Not available,Not available,Not available,Not available,Not available
3,beneficiation,MM,phosphate,0.216551288,0.031238593,0.042956678,0.016086458,9.29E-05,0.216551288,0.040991755,0.344317278,0.00368628,0.02144227,4.32E-05,2.35E-07,0.000286901,0.000337663,0.000325431,0.018981371,0.000843763,3.621474398,0.003602375,0.279856167,-0.034955723,0.014102984,0.167736467,0.020997599,-0.034955723,0.015282767,0.176529514,0.021142175,2.054601767,0.000864096,325.8459505,1.04E-05,1.32E-09,2.40E-08,0.528743778,0.036192667,0.000225103,1.89E-05,0.007191124,6.86E-09,0.000105099,0.000326136,3.71E-05,0.000909117,0.872733723,0.000973965,5.631007637,0.001167434,0.211641141,5.79E-08,8.44E-08,0.008080144,6.06E-09,0.001102598,0.000259219,0.025921902,2.59E-05,2.59E-05,-2.59E-05
3,beneficiation,MY,phosphate,0.216551288,0.031238593,0.042956678,0.016086458,9.29E-05,0.216551288,0.040991755,0.344317278,0.00368628,0.02144227,4.32E-05,2.35E-07,0.000286901,0.000337663,0.000325431,0.018981371,0.000843763,3.621474398,0.003602375,0.279856167,-0.034955723,0.014102984,0.167736467,0.020997599,-0.034955723,0.015282767,0.176529514,0.021142175,2.054601767,0.000864096,325.8459505,1.04E-05,1.32E-09,2.40E-08,0.528743778,0.036192667,0.000225103,1.89E-05,0.007191124,6.86E-09,0.000105099,0.000326136,3.71E-05,0.000909117,0.872733723,0.000973965,5.631007637,0.001167434,0.211641141,5.79E-08,8.44E-08,0.008080144,6.06E-09,0.001102598,Not available,Not available,Not available,Not available,Not available
3,beneficiation,US,phosphate,0.187154592,0.030826788,0.03833395,0.016044638,9.97E-05,0.187154592,0.038421421,0.330557819,0.020674335,0.021284575,4.28E-05,2.34E-07,0.00026955,0.000298188,0.000284927,0.019183108,0.00074952,3.509163987,0.003175451,0.234728898,-0.035866462,0.015282736,0.138869356,0.020467817,-0.035866462,0.015916638,0.147319289,0.020612386,2.15447443,0.000767508,329.7004274,9.98E-06,1.29E-09,2.34E-08,2.781922881,0.035273118,0.000220579,1.65E-05,0.007242306,5.63E-09,0.0001,0.000285615,3.59E-05,0.000811123,0.858415846,0.000858859,5.526740131,0.001145917,0.182659327,5.43E-08,7.94E-08,0.007066016,4.91E-09,0.001108,2.16E-06,2.16E-06,2.16E-06,0.000216016,-2.16E-05
3,chemical transformation,AU,neodynium dysprosium iron alloy,0.888199307,0.008150725,0.214993044,0.057854957,0.001120585,0.888199307,0.119091257,1.739398611,0.021071347,0.078877759,7.26E-05,1.83E-07,0.001465554,0.002219076,0.002183222,0.043329555,0.003855213,5.764789752,0.003584064,1.447147451,-0.014755686,0.01391533,0.835784723,0.000447991,-0.014755686,0.01419842,0.863821239,0.000448102,10.23325084,0.004044259,242.1920026,1.56E-05,2.41E-09,7.86E-08,2.859514029,0.014840947,0.000105601,7.26E-05,0.476212523,6.90E-09,0.000454742,0.002182187,7.40E-05,0.004203973,0.156598439,0.004723292,17.97124744,0.009069708,0.873383298,1.69E-07,4.23E-07,0.053996217,6.52E-09,0.000938062,Not available,Not available,Not available,Not available,Not available
3,chemical transformation,BR,neodynium dysprosium iron alloy,0.523780064,0.008199328,0.1087704,0.031897908,0.000153553,0.523780064,0.056000815,0.672064104,0.034543791,0.043014826,1.37E-05,4.53E-07,0.000972638,0.001341462,0.00130321,0.043010306,0.002221144,5.374023652,0.020463154,0.723920749,-0.021124287,0.026075209,0.422771299,0.017687751,-0.021124287,0.043642357,0.448294843,0.017687864,5.69648206,0.002392121,198.8730284,1.46E-05,2.06E-09,5.05E-08,4.426729032,0.030985868,0.000144424,4.49E-05,0.476247173,7.87E-09,0.000355347,0.00130207,5.58E-05,0.002495599,0.827042927,0.002723474,10.66639183,0.001569,0.503372974,7.87E-08,1.77E-07,0.032132724,7.41E-09,0.000826858,Not available,Not available,Not available,Not available,Not available
3,chemical transformation,CA,neodynium dysprosium iron alloy,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
